# Timestamp,Awe,Excitement,Amusement,Awkwardness,Fear,Horror,Distress,Triumph,Sadness,Surprise
0.0,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
0.1,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
0.2,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
0.3,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
0.4,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
0.5,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
0.6,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
0.7,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
0.8,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
0.9,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.0,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.1,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.2,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.3,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.4,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.5,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.6,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.7,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.8,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
1.9,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
2.0,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
2.1,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
2.2,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
2.3,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
2.4,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
2.5,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
2.6,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
2.7,0.4043666816210557,0.0909226858082847,0.0535367130252729,0.012860774637356,0.3430536862569164,0.4480334978316136,0.0672947510094212,0.0,0.0,1.0
