# Filename,Label_File
/data/A-VB/audio/wav/00000.wav,e2u_files_high/labels/00000.csv
/data/A-VB/audio/wav/01439.wav,e2u_files_high/labels/01439.csv
/data/A-VB/audio/wav/03107.wav,e2u_files_high/labels/03107.csv
/data/A-VB/audio/wav/03515.wav,e2u_files_high/labels/03515.csv
/data/A-VB/audio/wav/22508.wav,e2u_files_high/labels/22508.csv
/data/A-VB/audio/wav/24742.wav,e2u_files_high/labels/24742.csv
/data/A-VB/audio/wav/51275.wav,e2u_files_high/labels/51275.csv
/data/A-VB/audio/wav/52883.wav,e2u_files_high/labels/52883.csv
/data/A-VB/audio/wav/00001.wav,e2u_files_high/labels/00001.csv
/data/A-VB/audio/wav/01801.wav,e2u_files_high/labels/01801.csv
/data/A-VB/audio/wav/03016.wav,e2u_files_high/labels/03016.csv
/data/A-VB/audio/wav/03284.wav,e2u_files_high/labels/03284.csv
/data/A-VB/audio/wav/03618.wav,e2u_files_high/labels/03618.csv
/data/A-VB/audio/wav/16746.wav,e2u_files_high/labels/16746.csv
/data/A-VB/audio/wav/17895.wav,e2u_files_high/labels/17895.csv
/data/A-VB/audio/wav/19860.wav,e2u_files_high/labels/19860.csv
/data/A-VB/audio/wav/21675.wav,e2u_files_high/labels/21675.csv
/data/A-VB/audio/wav/30565.wav,e2u_files_high/labels/30565.csv
/data/A-VB/audio/wav/31626.wav,e2u_files_high/labels/31626.csv
/data/A-VB/audio/wav/37704.wav,e2u_files_high/labels/37704.csv
/data/A-VB/audio/wav/51699.wav,e2u_files_high/labels/51699.csv
/data/A-VB/audio/wav/52979.wav,e2u_files_high/labels/52979.csv
/data/A-VB/audio/wav/53621.wav,e2u_files_high/labels/53621.csv
/data/A-VB/audio/wav/00002.wav,e2u_files_high/labels/00002.csv
/data/A-VB/audio/wav/03848.wav,e2u_files_high/labels/03848.csv
/data/A-VB/audio/wav/15978.wav,e2u_files_high/labels/15978.csv
/data/A-VB/audio/wav/16404.wav,e2u_files_high/labels/16404.csv
/data/A-VB/audio/wav/16605.wav,e2u_files_high/labels/16605.csv
/data/A-VB/audio/wav/16958.wav,e2u_files_high/labels/16958.csv
/data/A-VB/audio/wav/17435.wav,e2u_files_high/labels/17435.csv
/data/A-VB/audio/wav/17988.wav,e2u_files_high/labels/17988.csv
/data/A-VB/audio/wav/19399.wav,e2u_files_high/labels/19399.csv
/data/A-VB/audio/wav/21081.wav,e2u_files_high/labels/21081.csv
/data/A-VB/audio/wav/21354.wav,e2u_files_high/labels/21354.csv
/data/A-VB/audio/wav/22380.wav,e2u_files_high/labels/22380.csv
/data/A-VB/audio/wav/36948.wav,e2u_files_high/labels/36948.csv
/data/A-VB/audio/wav/39460.wav,e2u_files_high/labels/39460.csv
/data/A-VB/audio/wav/53536.wav,e2u_files_high/labels/53536.csv
/data/A-VB/audio/wav/00003.wav,e2u_files_high/labels/00003.csv
/data/A-VB/audio/wav/00482.wav,e2u_files_high/labels/00482.csv
/data/A-VB/audio/wav/03513.wav,e2u_files_high/labels/03513.csv
/data/A-VB/audio/wav/17300.wav,e2u_files_high/labels/17300.csv
/data/A-VB/audio/wav/17725.wav,e2u_files_high/labels/17725.csv
/data/A-VB/audio/wav/19061.wav,e2u_files_high/labels/19061.csv
/data/A-VB/audio/wav/20043.wav,e2u_files_high/labels/20043.csv
/data/A-VB/audio/wav/21693.wav,e2u_files_high/labels/21693.csv
/data/A-VB/audio/wav/21820.wav,e2u_files_high/labels/21820.csv
/data/A-VB/audio/wav/24605.wav,e2u_files_high/labels/24605.csv
/data/A-VB/audio/wav/25418.wav,e2u_files_high/labels/25418.csv
/data/A-VB/audio/wav/29968.wav,e2u_files_high/labels/29968.csv
/data/A-VB/audio/wav/38037.wav,e2u_files_high/labels/38037.csv
/data/A-VB/audio/wav/51134.wav,e2u_files_high/labels/51134.csv
/data/A-VB/audio/wav/51289.wav,e2u_files_high/labels/51289.csv
/data/A-VB/audio/wav/53271.wav,e2u_files_high/labels/53271.csv
/data/A-VB/audio/wav/00004.wav,e2u_files_high/labels/00004.csv
/data/A-VB/audio/wav/02316.wav,e2u_files_high/labels/02316.csv
/data/A-VB/audio/wav/02929.wav,e2u_files_high/labels/02929.csv
/data/A-VB/audio/wav/03819.wav,e2u_files_high/labels/03819.csv
/data/A-VB/audio/wav/16428.wav,e2u_files_high/labels/16428.csv
/data/A-VB/audio/wav/16770.wav,e2u_files_high/labels/16770.csv
/data/A-VB/audio/wav/17734.wav,e2u_files_high/labels/17734.csv
/data/A-VB/audio/wav/20917.wav,e2u_files_high/labels/20917.csv
/data/A-VB/audio/wav/31222.wav,e2u_files_high/labels/31222.csv
/data/A-VB/audio/wav/31900.wav,e2u_files_high/labels/31900.csv
/data/A-VB/audio/wav/34400.wav,e2u_files_high/labels/34400.csv
/data/A-VB/audio/wav/39389.wav,e2u_files_high/labels/39389.csv
/data/A-VB/audio/wav/00005.wav,e2u_files_high/labels/00005.csv
/data/A-VB/audio/wav/01290.wav,e2u_files_high/labels/01290.csv
/data/A-VB/audio/wav/02699.wav,e2u_files_high/labels/02699.csv
/data/A-VB/audio/wav/02856.wav,e2u_files_high/labels/02856.csv
/data/A-VB/audio/wav/04164.wav,e2u_files_high/labels/04164.csv
/data/A-VB/audio/wav/16213.wav,e2u_files_high/labels/16213.csv
/data/A-VB/audio/wav/16271.wav,e2u_files_high/labels/16271.csv
/data/A-VB/audio/wav/17919.wav,e2u_files_high/labels/17919.csv
/data/A-VB/audio/wav/17961.wav,e2u_files_high/labels/17961.csv
/data/A-VB/audio/wav/18764.wav,e2u_files_high/labels/18764.csv
/data/A-VB/audio/wav/19862.wav,e2u_files_high/labels/19862.csv
/data/A-VB/audio/wav/23109.wav,e2u_files_high/labels/23109.csv
/data/A-VB/audio/wav/31627.wav,e2u_files_high/labels/31627.csv
/data/A-VB/audio/wav/51398.wav,e2u_files_high/labels/51398.csv
/data/A-VB/audio/wav/51835.wav,e2u_files_high/labels/51835.csv
/data/A-VB/audio/wav/52270.wav,e2u_files_high/labels/52270.csv
/data/A-VB/audio/wav/52305.wav,e2u_files_high/labels/52305.csv
/data/A-VB/audio/wav/00006.wav,e2u_files_high/labels/00006.csv
/data/A-VB/audio/wav/02089.wav,e2u_files_high/labels/02089.csv
/data/A-VB/audio/wav/03299.wav,e2u_files_high/labels/03299.csv
/data/A-VB/audio/wav/16088.wav,e2u_files_high/labels/16088.csv
/data/A-VB/audio/wav/16265.wav,e2u_files_high/labels/16265.csv
/data/A-VB/audio/wav/17603.wav,e2u_files_high/labels/17603.csv
/data/A-VB/audio/wav/30637.wav,e2u_files_high/labels/30637.csv
/data/A-VB/audio/wav/30676.wav,e2u_files_high/labels/30676.csv
/data/A-VB/audio/wav/51691.wav,e2u_files_high/labels/51691.csv
/data/A-VB/audio/wav/00007.wav,e2u_files_high/labels/00007.csv
/data/A-VB/audio/wav/01287.wav,e2u_files_high/labels/01287.csv
/data/A-VB/audio/wav/01562.wav,e2u_files_high/labels/01562.csv
/data/A-VB/audio/wav/02226.wav,e2u_files_high/labels/02226.csv
/data/A-VB/audio/wav/03500.wav,e2u_files_high/labels/03500.csv
/data/A-VB/audio/wav/03700.wav,e2u_files_high/labels/03700.csv
/data/A-VB/audio/wav/16396.wav,e2u_files_high/labels/16396.csv
/data/A-VB/audio/wav/17451.wav,e2u_files_high/labels/17451.csv
/data/A-VB/audio/wav/18230.wav,e2u_files_high/labels/18230.csv
/data/A-VB/audio/wav/19078.wav,e2u_files_high/labels/19078.csv
/data/A-VB/audio/wav/20982.wav,e2u_files_high/labels/20982.csv
/data/A-VB/audio/wav/22419.wav,e2u_files_high/labels/22419.csv
/data/A-VB/audio/wav/27271.wav,e2u_files_high/labels/27271.csv
/data/A-VB/audio/wav/32630.wav,e2u_files_high/labels/32630.csv
/data/A-VB/audio/wav/37716.wav,e2u_files_high/labels/37716.csv
/data/A-VB/audio/wav/40654.wav,e2u_files_high/labels/40654.csv
/data/A-VB/audio/wav/00008.wav,e2u_files_high/labels/00008.csv
/data/A-VB/audio/wav/00489.wav,e2u_files_high/labels/00489.csv
/data/A-VB/audio/wav/00633.wav,e2u_files_high/labels/00633.csv
/data/A-VB/audio/wav/01348.wav,e2u_files_high/labels/01348.csv
/data/A-VB/audio/wav/02796.wav,e2u_files_high/labels/02796.csv
/data/A-VB/audio/wav/03434.wav,e2u_files_high/labels/03434.csv
/data/A-VB/audio/wav/04053.wav,e2u_files_high/labels/04053.csv
/data/A-VB/audio/wav/04152.wav,e2u_files_high/labels/04152.csv
/data/A-VB/audio/wav/04969.wav,e2u_files_high/labels/04969.csv
/data/A-VB/audio/wav/16951.wav,e2u_files_high/labels/16951.csv
/data/A-VB/audio/wav/17950.wav,e2u_files_high/labels/17950.csv
/data/A-VB/audio/wav/19404.wav,e2u_files_high/labels/19404.csv
/data/A-VB/audio/wav/19798.wav,e2u_files_high/labels/19798.csv
/data/A-VB/audio/wav/20989.wav,e2u_files_high/labels/20989.csv
/data/A-VB/audio/wav/34340.wav,e2u_files_high/labels/34340.csv
/data/A-VB/audio/wav/37183.wav,e2u_files_high/labels/37183.csv
/data/A-VB/audio/wav/40096.wav,e2u_files_high/labels/40096.csv
/data/A-VB/audio/wav/52039.wav,e2u_files_high/labels/52039.csv
/data/A-VB/audio/wav/00009.wav,e2u_files_high/labels/00009.csv
/data/A-VB/audio/wav/02221.wav,e2u_files_high/labels/02221.csv
/data/A-VB/audio/wav/02852.wav,e2u_files_high/labels/02852.csv
/data/A-VB/audio/wav/04233.wav,e2u_files_high/labels/04233.csv
/data/A-VB/audio/wav/17351.wav,e2u_files_high/labels/17351.csv
/data/A-VB/audio/wav/17765.wav,e2u_files_high/labels/17765.csv
/data/A-VB/audio/wav/18350.wav,e2u_files_high/labels/18350.csv
/data/A-VB/audio/wav/19851.wav,e2u_files_high/labels/19851.csv
/data/A-VB/audio/wav/21312.wav,e2u_files_high/labels/21312.csv
/data/A-VB/audio/wav/26868.wav,e2u_files_high/labels/26868.csv
/data/A-VB/audio/wav/39387.wav,e2u_files_high/labels/39387.csv
/data/A-VB/audio/wav/39463.wav,e2u_files_high/labels/39463.csv
/data/A-VB/audio/wav/40225.wav,e2u_files_high/labels/40225.csv
/data/A-VB/audio/wav/40451.wav,e2u_files_high/labels/40451.csv
/data/A-VB/audio/wav/51566.wav,e2u_files_high/labels/51566.csv
/data/A-VB/audio/wav/51944.wav,e2u_files_high/labels/51944.csv
/data/A-VB/audio/wav/00010.wav,e2u_files_high/labels/00010.csv
/data/A-VB/audio/wav/02853.wav,e2u_files_high/labels/02853.csv
/data/A-VB/audio/wav/04966.wav,e2u_files_high/labels/04966.csv
/data/A-VB/audio/wav/16427.wav,e2u_files_high/labels/16427.csv
/data/A-VB/audio/wav/16611.wav,e2u_files_high/labels/16611.csv
/data/A-VB/audio/wav/17124.wav,e2u_files_high/labels/17124.csv
/data/A-VB/audio/wav/17357.wav,e2u_files_high/labels/17357.csv
/data/A-VB/audio/wav/18603.wav,e2u_files_high/labels/18603.csv
/data/A-VB/audio/wav/19986.wav,e2u_files_high/labels/19986.csv
/data/A-VB/audio/wav/22179.wav,e2u_files_high/labels/22179.csv
/data/A-VB/audio/wav/24080.wav,e2u_files_high/labels/24080.csv
/data/A-VB/audio/wav/37688.wav,e2u_files_high/labels/37688.csv
/data/A-VB/audio/wav/39427.wav,e2u_files_high/labels/39427.csv
/data/A-VB/audio/wav/00011.wav,e2u_files_high/labels/00011.csv
/data/A-VB/audio/wav/00100.wav,e2u_files_high/labels/00100.csv
/data/A-VB/audio/wav/00245.wav,e2u_files_high/labels/00245.csv
/data/A-VB/audio/wav/02398.wav,e2u_files_high/labels/02398.csv
/data/A-VB/audio/wav/03696.wav,e2u_files_high/labels/03696.csv
/data/A-VB/audio/wav/03835.wav,e2u_files_high/labels/03835.csv
/data/A-VB/audio/wav/04141.wav,e2u_files_high/labels/04141.csv
/data/A-VB/audio/wav/04480.wav,e2u_files_high/labels/04480.csv
/data/A-VB/audio/wav/16160.wav,e2u_files_high/labels/16160.csv
/data/A-VB/audio/wav/17445.wav,e2u_files_high/labels/17445.csv
/data/A-VB/audio/wav/21345.wav,e2u_files_high/labels/21345.csv
/data/A-VB/audio/wav/21391.wav,e2u_files_high/labels/21391.csv
/data/A-VB/audio/wav/21415.wav,e2u_files_high/labels/21415.csv
/data/A-VB/audio/wav/27228.wav,e2u_files_high/labels/27228.csv
/data/A-VB/audio/wav/33540.wav,e2u_files_high/labels/33540.csv
/data/A-VB/audio/wav/51730.wav,e2u_files_high/labels/51730.csv
